ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank
PCL:0019611	RNAseq 02-26 - CS201912132_111	(Mouse CGE/PoA)-like	PCL:0010001	owl:NamedIndividual	PCL:0019616	CGE/PoA	CS201912132_111		(Mouse CGE/PoA)-like		RNAseq 02-26	CGE/PoA		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse CGE/PoA)-like"", ""cell_set_label"": ""RNAseq 02-26"", ""cell_set_accession"": ""CS201912132_111"", ""cell_set_aligned_alias"": ""CGE/PoA"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_2|CS201912132_3|CS201912132_4|CS201912132_5|CS201912132_6|CS201912132_7|CS201912132_8|CS201912132_9|CS201912132_10|CS201912132_11|CS201912132_12|CS201912132_13|CS201912132_14|CS201912132_15|CS201912132_16|CS201912132_17|CS201912132_18|CS201912132_19|CS201912132_20|CS201912132_21|CS201912132_22|CS201912132_23|CS201912132_24|CS201912132_25|CS201912132_26"", ""cell_type_card"": ""No"", ""original_label"": """", ""cell_set_color"": ""#C456AA""}"	http://purl.obolibrary.org/obo/PCL_0019111			None
PCL:0019612	RNAseq 53-68, 75 - CS201912132_112	(Mouse IT projecting)-like	PCL:0010001	owl:NamedIndividual	PCL:0019686	IT projecting	CS201912132_112		(Mouse IT projecting)-like		RNAseq 53-68, 75	IT projecting		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse IT projecting)-like"", ""cell_set_label"": ""RNAseq 53-68, 75"", ""cell_set_accession"": ""CS201912132_112"", ""cell_set_aligned_alias"": ""IT projecting"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_53|CS201912132_54|CS201912132_55|CS201912132_56|CS201912132_57|CS201912132_58|CS201912132_59|CS201912132_60|CS201912132_61|CS201912132_62|CS201912132_63|CS201912132_64|CS201912132_65|CS201912132_66|CS201912132_67|CS201912132_68|CS201912132_76"", ""cell_type_card"": ""No"", ""original_label"": """", ""cell_set_color"": """"}"	http://purl.obolibrary.org/obo/PCL_0019112			None
PCL:0019613	RNAseq 69-76 - CS201912132_113	(Mouse Non-IT projecting)-like	PCL:0010001	owl:NamedIndividual	PCL:0019617	Non-IT projecting	CS201912132_113		(Mouse Non-IT projecting)-like		RNAseq 69-76	Non-IT projecting		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse Non-IT projecting)-like"", ""cell_set_label"": ""RNAseq 69-76"", ""cell_set_accession"": ""CS201912132_113"", ""cell_set_aligned_alias"": ""Non-IT projecting"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_70|CS201912132_71|CS201912132_72|CS201912132_73|CS201912132_74|CS201912132_75|CS201912132_76|CS201912132_77"", ""cell_type_card"": ""No"", ""original_label"": """", ""cell_set_color"": """"}"	http://purl.obolibrary.org/obo/PCL_0019113			None
PCL:0019614	RNAseq 77-78, 83-84 - CS201912132_114	Oligo-OPC	PCL:0010001	owl:NamedIndividual	PCL:0019618	Oligodendrocyte-OPC	CS201912132_114		Oligo-OPC		RNAseq 77-78, 83-84	Oligodendrocyte-OPC		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Oligo-OPC"", ""cell_set_label"": ""RNAseq 77-78, 83-84"", ""cell_set_accession"": ""CS201912132_114"", ""cell_set_aligned_alias"": ""Oligodendrocyte-OPC"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_69|CS201912132_78|CS201912132_83|CS201912132_84"", ""cell_type_card"": ""No"", ""original_label"": """", ""cell_set_color"": ""#598077""}"				None
PCL:0019615	RNAseq 85-94 - CS201912132_115	Other NN	PCL:0010001	owl:NamedIndividual	PCL:0019635	Non-neural	CS201912132_115		Other NN		RNAseq 85-94	Non-neural		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Other NN"", ""cell_set_label"": ""RNAseq 85-94"", ""cell_set_accession"": ""CS201912132_115"", ""cell_set_aligned_alias"": ""Non-neural"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_85|CS201912132_86|CS201912132_87|CS201912132_88|CS201912132_89|CS201912132_90|CS201912132_91|CS201912132_92|CS201912132_93|CS201912132_94"", ""cell_type_card"": ""Class"", ""original_label"": """", ""cell_set_color"": ""#99796B""}"		Non-Neural is: Cells of mesoderm, neural crest or yolk sac origin (sometimes called glia).  Non-Neural cells represent 5.39% of all cells collected in the marmoset M1 10Xv3 dataset. Non-Neural cells have an average of 2172 genes detected, which is 1452 less than the average for all cells (3624).	Non-Neural	Class
PCL:0019616	RNAseq 01-52 - CS201912132_116	GABAergic	PCL:0010001	owl:NamedIndividual	PCL:0019639	Neuronal: GABAergic	CS201912132_116		GABAergic		RNAseq 01-52	Neuronal: GABAergic		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""GABAergic"", ""cell_set_label"": ""RNAseq 01-52"", ""cell_set_accession"": ""CS201912132_116"", ""cell_set_aligned_alias"": ""Neuronal: GABAergic"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_1|CS201912132_2|CS201912132_3|CS201912132_4|CS201912132_5|CS201912132_6|CS201912132_7|CS201912132_8|CS201912132_9|CS201912132_10|CS201912132_11|CS201912132_12|CS201912132_13|CS201912132_14|CS201912132_15|CS201912132_16|CS201912132_17|CS201912132_18|CS201912132_19|CS201912132_20|CS201912132_21|CS201912132_22|CS201912132_23|CS201912132_24|CS201912132_25|CS201912132_26|CS201912132_27|CS201912132_28|CS201912132_29|CS201912132_30|CS201912132_31|CS201912132_32|CS201912132_33|CS201912132_34|CS201912132_35|CS201912132_36|CS201912132_37|CS201912132_38|CS201912132_39|CS201912132_40|CS201912132_41|CS201912132_42|CS201912132_43|CS201912132_44|CS201912132_45|CS201912132_46|CS201912132_47|CS201912132_48|CS201912132_49|CS201912132_50|CS201912132_51|CS201912132_52"", ""cell_type_card"": ""Class"", ""original_label"": """", ""cell_set_color"": ""#F05A28""}"		GABAergic is: Neurons that use GABA as a neurotransmitter and which exert an inhibitory post-synaptic effect. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is NHS and ZNF385D (F-beta = 0.875), based on the NS Forest method of marker gene selection. GABAergic cells represent 15.79% of all cells collected in the marmoset M1 10Xv3 dataset. GABAergic cells have an average of 3552 genes detected, which is 72 less than the average for all cells (3624).	GABAergic	Class
PCL:0019617	RNAseq 53-76 - CS201912132_117	Glutamatergic	PCL:0010001	owl:NamedIndividual	PCL:0019644	Neuronal: Glutamatergic	CS201912132_117		Glutamatergic	n57	RNAseq 53-76	Neuronal: Glutamatergic		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Glutamatergic"", ""cell_set_label"": ""RNAseq 53-76"", ""cell_set_accession"": ""CS201912132_117"", ""cell_set_aligned_alias"": ""Neuronal: Glutamatergic"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_53|CS201912132_54|CS201912132_55|CS201912132_56|CS201912132_57|CS201912132_58|CS201912132_59|CS201912132_60|CS201912132_61|CS201912132_62|CS201912132_63|CS201912132_64|CS201912132_65|CS201912132_66|CS201912132_67|CS201912132_68|CS201912132_70|CS201912132_71|CS201912132_72|CS201912132_73|CS201912132_74|CS201912132_75|CS201912132_76|CS201912132_77"", ""cell_type_card"": ""Class"", ""original_label"": ""n57"", ""cell_set_color"": ""#00ADEE""}"		Glutamatergic is: Neurons that use glutamate as a neurotransmitter and exert an excitatory post-synaptic effect. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is SV2B and ARPP21 (F-beta = 0.952), based on the NS Forest method of marker gene selection. Glutamatergic cells represent 53.63% of all cells collected in the marmoset M1 10Xv3 dataset. Glutamatergic cells have an average of 4405 genes detected, which is 781 more than the average for all cells (3624).	Glutamatergic	Class
PCL:0019618	RNAseq 77-84 - CS201912132_118	Non-Neuronal	PCL:0010001	owl:NamedIndividual	PCL:0019637	Non-neuronal	CS201912132_118		Non-Neuronal		RNAseq 77-84	Non-neuronal		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Non-Neuronal"", ""cell_set_label"": ""RNAseq 77-84"", ""cell_set_accession"": ""CS201912132_118"", ""cell_set_aligned_alias"": ""Non-neuronal"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_69|CS201912132_78|CS201912132_79|CS201912132_80|CS201912132_81|CS201912132_82|CS201912132_83|CS201912132_84"", ""cell_type_card"": ""Class"", ""original_label"": """", ""cell_set_color"": ""#808080""}"		Non-Neuronal is: Non-neuronal cells of neuroectoderm origin (sometimes called glia<). The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is NCKAP5 and ZBTB20 (F-beta = 0.91), based on the NS Forest method of marker gene selection. Non-Neuronal cells represent 25.19% of all cells collected in the marmoset M1 10Xv3 dataset. Non-Neuronal cells have an average of 2316 genes detected, which is 1308 less than the average for all cells (3624).	Non-Neuronal	Class
PCL:0019619	RNAseq 01, 30 - CS201912132_119	Sst Chodl(i)	PCL:0010001	owl:NamedIndividual	PCL:0019610	Sst Chodl	CS201912132_119		Sst Chodl(i)		RNAseq 01, 30	Sst Chodl		Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""Sst Chodl(i)"", ""cell_set_label"": ""RNAseq 01, 30"", ""cell_set_accession"": ""CS201912132_119"", ""cell_set_aligned_alias"": ""Sst Chodl"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_1|CS201912132_30"", ""cell_type_card"": ""No"", ""original_label"": """", ""cell_set_color"": """"}"	http://purl.obolibrary.org/obo/PCL_0019119			None
PCL:0019620	RNAseq 05-06 - CS201912132_120	(Mouse Lamp5)-like_C2	PCL:0010001	owl:NamedIndividual	PCL:0019643	Lamp5_2	CS201912132_120		(Mouse Lamp5)-like_C2	n10	RNAseq 05-06	Lamp5_2		Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse Lamp5)-like_C2"", ""cell_set_label"": ""RNAseq 05-06"", ""cell_set_accession"": ""CS201912132_120"", ""cell_set_aligned_alias"": ""Lamp5_2"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_5|CS201912132_6"", ""cell_type_card"": ""No"", ""original_label"": ""n10"", ""cell_set_color"": """"}"	http://purl.obolibrary.org/obo/PCL_0019120			None
PCL:0019621	RNAseq 09, 12 - CS201912132_121	(Mouse Sncg)-like_C1	PCL:0010001	owl:NamedIndividual	PCL:0019596	Sncg_1	CS201912132_121		(Mouse Sncg)-like_C1		RNAseq 09, 12	Sncg_1		Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse Sncg)-like_C1"", ""cell_set_label"": ""RNAseq 09, 12"", ""cell_set_accession"": ""CS201912132_121"", ""cell_set_aligned_alias"": ""Sncg_1"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_9|CS201912132_12"", ""cell_type_card"": ""No"", ""original_label"": """", ""cell_set_color"": """"}"	http://purl.obolibrary.org/obo/PCL_0019121			None
PCL:0019622	RNAseq 10-11 - CS201912132_122	(Mouse Sncg)-like_C3	PCL:0010001	owl:NamedIndividual	PCL:0019596|PCL:0019649	Sncg_3	CS201912132_122		(Mouse Sncg)-like_C3	n19	RNAseq 10-11	Sncg_3		Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse Sncg)-like_C3"", ""cell_set_label"": ""RNAseq 10-11"", ""cell_set_accession"": ""CS201912132_122"", ""cell_set_aligned_alias"": ""Sncg_3"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_10|CS201912132_11"", ""cell_type_card"": ""No"", ""original_label"": ""n19"", ""cell_set_color"": """"}"	http://purl.obolibrary.org/obo/PCL_0019122			None
PCL:0019623	RNAseq 13-14 - CS201912132_123	(Mouse Sncg)-like_C4	PCL:0010001	owl:NamedIndividual	PCL:0019653	Sncg_4	CS201912132_123		(Mouse Sncg)-like_C4	n22	RNAseq 13-14	Sncg_4		Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse Sncg)-like_C4"", ""cell_set_label"": ""RNAseq 13-14"", ""cell_set_accession"": ""CS201912132_123"", ""cell_set_aligned_alias"": ""Sncg_4"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_13|CS201912132_14"", ""cell_type_card"": ""No"", ""original_label"": ""n22"", ""cell_set_color"": """"}"	http://purl.obolibrary.org/obo/PCL_0019123			None
PCL:0019624	RNAseq 15, 25 - CS201912132_124	(Mouse Vip)-like_C4	PCL:0010001	owl:NamedIndividual	PCL:0019597	Vip_4	CS201912132_124		(Mouse Vip)-like_C4		RNAseq 15, 25	Vip_4		Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse Vip)-like_C4"", ""cell_set_label"": ""RNAseq 15, 25"", ""cell_set_accession"": ""CS201912132_124"", ""cell_set_aligned_alias"": ""Vip_4"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_15|CS201912132_25"", ""cell_type_card"": ""No"", ""original_label"": """", ""cell_set_color"": """"}"	http://purl.obolibrary.org/obo/PCL_0019124			None
PCL:0019625	RNAseq 16-18, 24 - CS201912132_125	(Mouse Vip)-like_C2	PCL:0010001	owl:NamedIndividual	PCL:0019654	Vip_2	CS201912132_125		(Mouse Vip)-like_C2		RNAseq 16-18, 24	Vip_2		Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse Vip)-like_C2"", ""cell_set_label"": ""RNAseq 16-18, 24"", ""cell_set_accession"": ""CS201912132_125"", ""cell_set_aligned_alias"": ""Vip_2"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_16|CS201912132_17|CS201912132_18|CS201912132_24"", ""cell_type_card"": ""No"", ""original_label"": """", ""cell_set_color"": """"}"	http://purl.obolibrary.org/obo/PCL_0019125			None
